team,year,name,age,position,games,games_started,minutes_played_per_game,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,three_point_field_goals_per_game,three_point_field_goal_attempts_per_game,three_point_field_goal_percentage,two_point_field_goals_per_game,two_point_field_goal_attempts_per_game,two_point_field_goal_percentage,effective_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,awards,position_post,games_post,games_started_post,minutes_played_per_game_post,field_goals_per_game_post,field_goal_attempts_per_game_post,field_goal_percentage_post,three_point_field_goals_per_game_post,three_point_field_goal_attempts_per_game_post,three_point_field_goal_percentage_post,two_point_field_goals_per_game_post,two_point_field_goal_attempts_per_game_post,two_point_field_goal_percentage_post,effective_field_goal_percentage_post,free_throws_per_game_post,free_throw_attempts_per_game_post,free_throw_percentage_post,offensive_rebounds_per_game_post,defensive_rebounds_per_game_post,total_rebounds_per_game_post,assists_per_game_post,steals_per_game_post,blocks_per_game_post,turnovers_per_game_post,personal_fouls_per_game_post,points_per_game_post,awards_post,pg%,sg%,pf%,c%,on_court_+/-,on-off_+/-,bad_pass_TO,lost_ball_TO,shooting_fouls,offensive_fouls,shooting_fouls_drawn,offensive_fouls_drawn,points generated by assists,and1s,pg%_post,sg%_post,sf%_post,pf%_post,c%_post,on_court_+/-_post,on-off_+/-_post,bad_pass_to_post,lost_ball_to_post,shooting_fouls_post,offensive_fouls_post,shooting_fouls_drawn_post,offensive_fouls_drawn_post,points_generated_by_assists_post,and1s_post
BRK,2023,Patty Mills,34,PG,40,2,14.2,2.2,5.2,.411,1.2,3.4,.366,0.9,1.9,.493,.529,0.6,0.8,.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,,PG,1,0,5.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,100,0,0,0,-7.2,-9.9,17,8,14,2,9,8,130,1,100,0,0,0,0,-11.1,2.8,0,0,1,0,0,0,0,0
BRK,2023,Edmond Sumner,27,SG,53,12,13.9,2.3,5.1,.461,0.6,1.6,.356,1.8,3.4,.511,.519,1.9,2.0,.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,,SG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,42,10,1,0,2.9,2.0,25,13,38,3,56,10,155,14,100,0,0,0,0,-44.4,-31.4,0,0,0,0,0,0,2,0
BRK,2023,Day'Ron Sharpe,21,C,48,3,11.5,1.9,3.6,.544,0.1,0.2,.545,1.8,3.3,.544,.561,0.7,1.1,.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,,C,2,0,10.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,1.0,1.0,1.000,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0,,0,0,0,100,-10.3,-13.5,13,11,47,16,25,0,85,6,0,0,0,0,100,-20.9,-7.9,0,1,2,1,1,0,12,0
BRK,2023,Markieff Morris,33,PF,27,1,10.6,1.2,3.0,.402,0.7,1.8,.408,0.5,1.2,.394,.524,0.4,0.4,1.000,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,59,32,6.2,5.4,8,1,15,3,3,1,55,0,,,,,,,,,,,,,,,
BRK,2023,David Duke Jr.,23,SG,23,0,9.9,1.6,3.4,.462,0.0,0.5,.083,1.5,2.9,.530,.468,0.5,0.7,.706,0.5,0.8,1.3,0.9,0.4,0.0,0.8,1.3,3.7,,SG,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,0,64,13,0,-7.0,-8.8,10,2,11,4,10,3,55,3,0,0,100,0,0,-44.4,-31.4,1,0,1,0,0,1,0,0
BRK,2023,Dru Smith,25,SG,10,0,9.1,1.3,3.1,.419,0.4,1.3,.308,0.9,1.8,.500,.484,0.3,0.3,1.000,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,0,0,-7.6,-9.0,1,1,7,0,2,0,40,1,,,,,,,,,,,,,,,
BRK,2023,Kessler Edwards,22,SF,14,1,5.6,0.4,1.7,.250,0.1,0.9,.167,0.3,0.9,.333,.292,0.1,0.1,.500,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,62,1,-1.9,-3.2,4,0,2,0,1,0,4,0,,,,,,,,,,,,,,,
BRK,2023,Alondes Williams,23,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-45.5,-46.8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
BRK,2023,Moses Brown,23,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-43.3,-44.6,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
BRK,2023,Team Totals,,,82,82,240.6,41.5,85.1,.487,12.8,33.8,.378,28.7,51.3,.559,.562,17.7,22.1,.800,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,,,4,4,240.0,34.0,77.3,.440,11.3,34.5,.326,22.8,42.8,.532,.513,13.3,18.3,.726,5.8,29.3,35.0,22.3,5.3,3.8,12.3,15.5,92.5,,20,20,20,20,1.3,0.9,522,243,893,151,800,145,5045,228,20,20,20,20,20,-13.8,0.5,26,13,25,4,35,8,215,9
ATL,2022,Trae Young,23,PG,76,76,34.9,9.4,20.3,.460,3.1,8.0,.382,6.3,12.3,.512,.536,6.6,7.3,.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,"AS,NBA3",PG,5,5,37.2,4.4,13.8,.319,1.4,7.6,.184,3.0,6.2,.484,.370,5.2,6.6,.788,1.0,4.0,5.0,6.0,0.6,0.0,6.2,2.6,15.4,,100,0,0,0,2.9,3.4,221,54,47,9,151,28,1709,32,100,0,0,0,0,-16.9,-16.1,16,9,2,3,8,1,71,3
ATL,2022,John Collins,24,PF,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,,PF,5,4,24.4,3.8,7.8,.487,0.8,2.2,.364,3.0,5.6,.536,.538,1.0,2.0,.500,0.4,4.2,4.6,1.2,0.4,0.2,1.0,2.4,9.4,,0,0,94,6,1.0,-1.4,26,12,86,13,68,18,224,17,0,0,0,80,20,-27.8,-29.5,3,0,6,1,6,1,17,4
ATL,2022,De'Andre Hunter,24,SF,53,52,29.8,4.8,10.8,.442,1.4,3.7,.379,3.4,7.2,.474,.506,2.4,3.1,.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,,SF,5,5,35.0,7.8,14.0,.557,2.4,5.2,.462,5.4,8.8,.614,.643,3.2,4.0,.800,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4.0,21.2,,0,65,35,0,0.9,-1.6,17,28,54,13,69,16,173,15,0,0,60,40,0,-21.9,-30.5,3,5,10,2,8,7,8,2
ATL,2022,Kevin Huerter,23,SF,74,60,29.6,4.7,10.3,.454,2.2,5.6,.389,2.5,4.7,.530,.559,0.6,0.7,.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,,SF,5,5,30.8,3.4,9.4,.362,1.8,6.2,.290,1.6,3.2,.500,.457,0.6,0.8,.750,0.2,2.8,3.0,3.8,1.2,0.6,2.2,3.0,9.2,,0,42,1,0,4.0,4.8,50,23,82,5,20,6,484,5,0,53,42,6,0,-21.0,-20.3,8,3,7,0,1,0,44,0
ATL,2022,Bogdan Bogdanović,29,SG,63,27,29.3,5.4,12.6,.431,2.7,7.3,.368,2.7,5.3,.516,.537,1.5,1.8,.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,6MOY-6,SG,4,0,26.8,5.0,12.3,.408,2.3,6.5,.346,2.8,5.8,.478,.500,2.0,2.5,.800,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,,1,26,0,0,5.2,6.3,42,17,43,3,43,5,452,7,0,54,47,0,0,-6.3,12.7,2,1,7,0,2,0,29,0
ATL,2022,Chaundee Brown Jr.,23,SG,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,0,0,-9.1,-11.2,0,0,4,0,2,0,9,0,,,,,,,,,,,,,,,
ATL,2022,Clint Capela,27,C,74,73,27.6,5.0,8.2,.613,0.0,0.0,.000,5.0,8.1,.614,.613,1.1,2.3,.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,,C,2,2,20.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,2.0,,0,0,0,100,3.7,3.9,15,14,88,7,86,15,222,19,0,0,0,0,100,-34.4,-25.0,0,0,0,0,0,2,0,0
ATL,2022,Wes Iwundu,27,SF,3,1,27.3,2.7,6.0,.444,1.0,1.7,.600,1.7,4.3,.385,.528,1.0,1.3,.750,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,34,0,0.7,-1.1,0,1,3,0,2,1,0,0,,,,,,,,,,,,,,,
ATL,2022,Danilo Gallinari,33,PF,66,18,25.3,3.9,9.0,.434,1.7,4.5,.381,2.2,4.6,.485,.528,2.1,2.4,.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,,PF,5,3,22.4,3.6,9.0,.400,0.8,3.0,.267,2.8,6.0,.467,.444,2.2,2.2,1.000,0.4,3.8,4.2,0.8,0.2,0.0,1.0,1.2,10.2,,0,0,76,24,2.9,1.9,10,15,36,8,63,5,241,6,0,0,0,49,51,-17.1,-7.1,3,2,4,0,5,0,10,1
ATL,2022,Cam Reddish,22,SF,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,27,0,-9.5,-14.2,17,16,20,3,38,5,93,7,,,,,,,,,,,,,,,
ATL,2022,Cameron Oliver,25,SF,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38,62,3.5,1.7,0,0,3,0,2,0,7,1,,,,,,,,,,,,,,,
ATL,2022,Onyeka Okongwu,21,C,48,6,20.7,3.3,4.7,.690,0.0,0.0,,3.3,4.7,.690,.690,1.7,2.3,.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,,C,5,1,21.6,1.8,3.2,.563,0.0,0.0,,1.8,3.2,.563,.563,1.6,2.0,.800,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,5.2,,0,0,2,98,5.2,4.4,14,12,91,13,55,3,133,16,0,0,0,0,100,-1.0,22.1,0,0,5,4,6,1,5,2
ATL,2022,Delon Wright,29,SG,77,8,18.9,1.6,3.5,.454,0.6,1.5,.379,1.0,2.0,.510,.535,0.7,0.8,.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4,,SG,5,0,27.4,3.0,5.8,.517,1.0,2.6,.385,2.0,3.2,.625,.603,1.2,1.8,.667,2.2,2.6,4.8,2.8,0.8,0.2,1.0,0.4,8.2,,34,1,0,0,3.1,1.9,26,14,25,0,23,15,476,2,32,68,0,0,0,6.8,46.8,2,3,2,0,4,1,35,1
ATL,2022,Malcolm Hill,26,SG,3,0,15.3,1.7,2.7,.625,1.0,1.7,.600,0.7,1.0,.667,.813,1.3,1.3,1.000,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,11,0,7.9,6.1,0,0,5,0,2,0,2,0,,,,,,,,,,,,,,,
ATL,2022,Lou Williams,35,PG,56,0,14.3,2.2,5.7,.391,0.7,1.8,.363,1.6,3.9,.404,.448,1.2,1.4,.859,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,0,0.6,-1.6,30,12,16,0,30,2,251,4,,,,,,,,,,,,,,,
ATL,2022,Timothé Luwawu-Cabarrot,26,SF,52,18,13.2,1.4,3.6,.398,0.8,2.3,.361,0.6,1.2,.469,.516,0.7,0.8,.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,,SF,4,0,5.5,0.5,1.0,.500,0.3,0.8,.333,0.3,0.3,1.000,.625,0.0,0.0,,0.0,0.8,0.8,0.5,0.0,0.0,0.3,1.5,1.3,,0,83,15,0,-2.6,-5.4,13,3,37,2,20,8,99,4,0,0,100,0,0,-3.1,11.5,0,0,3,1,0,0,6,0
ATL,2022,Lance Stephenson,31,SG,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,18,0,6.5,4.7,2,1,4,1,1,0,27,0,,,,,,,,,,,,,,,
ATL,2022,Solomon Hill,30,SF,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,5,0,16.0,14.6,0,0,6,1,0,0,32,0,,,,,,,,,,,,,,,
ATL,2022,Gorgui Dieng,32,C,44,3,8.4,1.2,2.5,.473,0.7,1.5,.426,0.5,1.0,.545,.603,0.4,0.6,.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5,,C,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.5,0.5,1.000,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,,0,0,0,100,-8.4,-11.3,6,1,24,5,13,4,82,4,0,0,0,0,100,2.7,16.9,0,0,0,0,1,0,0,1
ATL,2022,Skylar Mays,24,SG,28,5,7.9,1.1,2.3,.500,0.3,0.9,.320,0.9,1.4,.615,.563,0.3,0.3,.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,,SG,2,0,4.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,28,13,0,0,-11.7,-14.3,6,2,5,1,4,2,47,3,100,0,0,0,0,17.7,32.6,0,0,0,0,0,0,3,0
ATL,2022,Kevin Knox,22,SF,17,0,6.5,0.9,2.6,.356,0.3,1.5,.192,0.6,1.1,.579,.411,0.5,0.7,.750,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,,SF,2,0,4.5,3.5,5.5,.636,3.0,5.0,.600,0.5,0.5,1.000,.909,1.0,1.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,11.0,,0,33,42,0,-8.2,-10.4,1,1,9,0,5,1,18,0,0,100,0,0,0,17.7,32.6,1,1,0,0,1,0,0,0
ATL,2022,Jalen Johnson,20,PF,22,0,5.5,1.0,1.9,.537,0.1,0.6,.231,0.9,1.3,.679,.573,0.2,0.3,.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,,PF,2,0,4.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0,0,87,13,-6.4,-8.5,7,0,6,1,2,0,9,1,0,0,0,100,0,17.7,32.6,0,0,0,0,0,0,0,0
ATL,2022,Cat Barber,27,PG,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,35.7,34.0,0,1,1,0,1,0,8,0,,,,,,,,,,,,,,,
ATL,2022,Sharife Cooper,20,PG,13,0,3.0,0.2,1.1,.214,0.1,0.5,.167,0.2,0.6,.250,.250,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,-42.5,-44.8,2,2,0,0,0,0,12,0,,,,,,,,,,,,,,,
ATL,2022,Team Totals,,,82,82,240.3,41.5,88.3,.470,12.9,34.4,.374,28.6,53.9,.531,.543,18.1,22.3,.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,,,5,5,240.0,34.4,78.2,.440,11.4,35.0,.326,23.0,43.2,.532,.513,17.2,22.0,.782,8.6,30.8,39.4,18.6,5.8,2.4,16.4,21.6,97.4,,20,20,20,20,1.9,1.0,505,229,695,85,700,134,4810,143,20,20,20,20,20,-13.6,-4.5,38,24,46,11,42,13,228,14
ATL,2024,Trae Young,25,PG,54,54,36.0,8.0,18.7,.430,3.2,8.7,.373,4.8,10.0,.479,.516,6.4,7.5,.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-2.4,-0.3,174,41,49,7,131,35,1382,30,,,,,,,,,,,,,,,
ATL,2024,Dejounte Murray,27,SG,78,78,35.7,8.6,18.8,.459,2.6,7.1,.363,6.0,11.7,.518,.528,2.7,3.4,.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,-3.2,-3.1,117,59,57,14,116,8,1221,29,,,,,,,,,,,,,,,
ATL,2024,Jalen Johnson,22,SF,56,52,33.7,6.4,12.5,.511,1.3,3.6,.355,5.1,9.0,.574,.562,1.9,2.6,.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,94,5,-1.3,1.9,56,19,75,11,77,10,486,23,,,,,,,,,,,,,,,
ATL,2024,Saddiq Bey,24,SF,63,51,32.7,4.6,11.1,.416,1.8,5.7,.316,2.8,5.4,.522,.497,2.7,3.2,.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,29,0,-1.0,2.6,20,10,39,2,108,3,222,27,,,,,,,,,,,,,,,
ATL,2024,Bogdan Bogdanović,31,SG,79,33,30.4,6.0,13.9,.428,3.0,8.1,.374,2.9,5.8,.503,.537,1.9,2.1,.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,2,0,1.9,10.3,65,30,94,9,68,7,585,13,,,,,,,,,,,,,,,
ATL,2024,De'Andre Hunter,26,SF,57,37,29.5,5.3,11.6,.459,2.1,5.3,.385,3.3,6.3,.521,.547,2.9,3.4,.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,67,0,-1.5,1.2,25,30,63,13,93,29,213,28,,,,,,,,,,,,,,,
ATL,2024,Clint Capela,29,C,73,73,25.8,4.8,8.5,.571,0.0,0.0,.000,4.8,8.5,.572,.571,1.8,2.8,.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-0.6,3.1,24,23,86,16,108,17,227,22,,,,,,,,,,,,,,,
ATL,2024,Onyeka Okongwu,23,C,55,8,25.5,4.1,6.6,.611,0.4,1.3,.333,3.6,5.4,.676,.642,1.7,2.1,.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,91,-1.4,1.3,13,11,110,13,62,0,177,14,,,,,,,,,,,,,,,
ATL,2024,Vit Krejci,23,PG,22,14,24.6,2.3,4.7,.490,1.3,3.1,.412,1.0,1.6,.639,.625,0.2,0.3,.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,0,-1.7,0.6,12,6,27,1,3,3,127,1,,,,,,,,,,,,,,,
ATL,2024,Bruno Fernando,25,C,45,2,15.2,2.4,4.2,.583,0.0,0.1,.000,2.4,4.1,.596,.583,1.4,2.1,.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-5.6,-4.0,15,8,61,19,49,2,114,11,,,,,,,,,,,,,,,
ATL,2024,Garrison Mathews,27,SG,66,5,15.0,1.6,3.4,.456,1.3,2.9,.440,0.3,0.5,.545,.644,0.5,0.6,.810,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,1,0,-4.2,-2.6,8,6,74,0,19,38,92,6,,,,,,,,,,,,,,,
ATL,2024,Mouhamed Gueye,21,PF,6,0,12.2,1.3,3.8,.348,0.5,1.5,.333,0.8,2.3,.357,.413,0.8,1.0,.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60,40,-28.8,-27.1,1,0,6,0,2,0,10,0,,,,,,,,,,,,,,,
ATL,2024,Dylan Windler,27,SF,6,0,12.2,1.7,3.2,.526,1.3,2.8,.471,0.3,0.3,1.000,.737,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,83,0,-16.4,-14.4,1,0,2,0,0,0,7,0,,,,,,,,,,,,,,,
ATL,2024,Wesley Matthews,37,SG,36,3,11.5,0.9,2.7,.351,0.7,1.9,.348,0.3,0.8,.357,.474,0.5,0.7,.750,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,26,0,-6.4,-4.6,3,3,23,2,8,6,56,1,,,,,,,,,,,,,,,
ATL,2024,Kobe Bufkin,20,SG,17,0,11.5,2.0,5.4,.370,0.5,2.4,.225,1.5,3.1,.481,.418,0.2,0.5,.500,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,-8.7,-6.8,7,0,11,0,4,0,58,2,,,,,,,,,,,,,,,
ATL,2024,Trent Forrest,25,SG,38,0,10.9,0.9,2.4,.378,0.1,0.3,.200,0.8,2.1,.400,.389,0.3,0.4,.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,0,0,-10.7,-9.4,11,6,17,1,6,2,223,1,,,,,,,,,,,,,,,
ATL,2024,Patty Mills,35,PG,19,0,10.6,1.0,2.7,.373,0.7,1.8,.382,0.3,0.9,.353,.500,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,0,-9.3,-7.5,6,1,9,1,0,3,37,1,,,,,,,,,,,,,,,
ATL,2024,AJ Griffin,20,SF,20,0,8.6,0.9,3.1,.290,0.5,2.0,.256,0.4,1.2,.348,.371,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,36,1,-13.7,-12.0,4,3,3,0,1,0,13,0,,,,,,,,,,,,,,,
ATL,2024,Seth Lundy,23,SF,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,16,0,-8.0,-5.9,0,1,3,0,2,0,0,0,,,,,,,,,,,,,,,
ATL,2024,Team Totals,,,82,82,242.1,43.0,92.5,.465,13.7,37.7,.364,29.3,54.8,.535,.539,18.5,23.2,.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,-2.2,0.8,562,257,809,109,857,163,5250,209,,,,,,,,,,,,,,,
BRK,2024,Mikal Bridges,27,SF,82,82,34.8,6.9,15.8,.436,2.7,7.2,.372,4.2,8.6,.490,.521,3.1,3.9,.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,20,1,-3.6,-2.2,82,60,55,6,127,23,748,30,,,,,,,,,,,,,,,
