Team,Year,Name,Age_x,Position_x,Games_x,Games Started_x,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Awards_x,Age_y,Position_y,Games_y,Games Started_y,Minutes Played,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,Bad Pass TO,Lost Ball TO,Shooting Fouls,Offensive Fouls,Shooting Fouls Drawn,Points Generated by Assists,And1s,Shots Blocked,Awards_y
BOS,2001,Tony Battie,24,C,40,25,21.1,2.7,5.0,.537,0.0,0.1,.000,2.7,5.0,.545,.537,1.1,1.7,.638,1.8,4.0,5.8,0.4,0.7,1.5,0.9,3.2,6.5,,24,C,40,25,845,0,0,0,6,94,-1.9,0.7,12,9,71,4,27,36,7,7,
BOS,2001,Doug Overton,31,PG,7,1,20.6,2.1,6.3,.341,0.1,0.6,.250,2.0,5.7,.350,.352,1.0,1.6,.636,0.4,1.7,2.1,2.7,0.6,0.0,1.9,2.1,5.4,,31,PG,7,1,144,100,0,0,0,0,-9.5,-7.3,6,3,6,2,3,43,1,3,
BOS,2001,Rick Brunson,28,PG,7,0,20.3,1.4,5.0,.286,0.3,1.6,.182,1.1,3.4,.333,.314,0.6,1.3,.444,0.3,1.0,1.3,3.4,1.0,0.1,1.3,2.3,3.7,,28,PG,7,0,142,100,0,0,0,0,-4.8,-2.4,6,3,6,0,3,61,1,5,
BOS,2001,Milt Palacio,22,PG,58,6,19.7,2.2,4.6,.472,0.2,0.6,.333,2.0,4.0,.494,.494,1.3,1.6,.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,,22,PG,58,6,1141,99,1,0,0,0,-0.8,2.4,32,32,31,6,37,364,10,25,
BOS,2001,Mark Blount,25,C,64,50,17.2,1.6,3.1,.505,0.0,0.0,,1.6,3.1,.505,.505,0.7,1.0,.697,1.5,2.1,3.6,0.5,0.6,1.2,1.0,2.9,3.9,,25,C,64,50,1098,0,0,0,0,100,-3.5,-1.5,12,23,88,8,32,74,6,21,
BOS,2001,Chris Herren,25,PG,25,7,16.3,1.2,3.8,.302,0.6,2.2,.291,0.5,1.6,.317,.385,0.4,0.5,.750,0.2,0.7,0.8,2.2,0.6,0.0,0.8,1.7,3.3,,25,PG,25,7,408,100,0,0,0,0,0.4,3.2,9,8,11,2,6,135,0,6,
BOS,2001,Chris Carr,26,SG,35,0,8.8,1.5,3.2,.473,0.5,1.1,.459,1.0,2.1,.480,.549,1.3,1.7,.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,,26,SG,35,0,309,3,95,2,0,0,-10.9,-9.2,6,6,16,5,20,27,0,6,
BOS,2001,Adrian Griffin,26,SF,44,0,8.6,0.8,2.2,.340,0.2,0.6,.346,0.5,1.6,.338,.387,0.4,0.5,.750,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,2.1,,26,SF,44,0,377,1,71,28,0,0,-4.0,-1.7,2,8,19,4,11,60,1,8,
BOS,2001,Walter McCarty,26,PF,60,3,8.0,0.8,2.1,.357,0.3,0.9,.339,0.4,1.2,.371,.433,0.4,0.5,.786,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2,,26,PF,60,3,478,0,0,3,75,22,-3.0,-0.6,10,6,39,1,10,92,0,7,
BOS,2001,Jérôme Moïso,22,C,24,0,5.6,0.5,1.3,.400,0.0,0.0,.000,0.5,1.2,.414,.400,0.5,1.1,.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,,22,C,24,0,135,0,0,0,65,35,-4.6,-2.3,10,4,18,4,7,7,0,3,
BOS,2001,Team Totals,,,82,82,241.8,33.8,79.1,.428,7.2,19.9,.363,26.6,59.2,.450,.473,19.8,26.7,.740,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,,,,82,82,19830,20,20,20,20,20,-2.4,0.5,496,373,812,168,852,3964,179,440,
BOS,2002,Antoine Walker,25,PF,81,81,42.0,8.2,20.9,.394,2.7,8.0,.344,5.5,12.9,.425,.460,3.0,4.0,.741,1.9,7.0,8.8,5.0,1.5,0.5,3.1,2.9,22.1,AS,25,PF,81,81,3406,0,0,7,86,7,2.9,4.7,114,74,79,42,140,902,30,125,AS
BOS,2002,Paul Pierce,24,SG,82,82,40.3,8.6,19.5,.442,2.6,6.3,.404,6.1,13.1,.461,.508,6.3,7.8,.809,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,26.1,"MVP-11,AS,NBA3",24,SG,82,82,3302,0,74,26,0,0,4.4,12.4,104,86,109,33,259,609,56,97,"MVP-11,AS,NBA3"
BOS,2002,Kenny Anderson,31,PG,76,76,32.0,4.1,9.4,.436,0.1,0.4,.273,4.0,9.0,.444,.442,1.3,1.7,.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,9.6,,31,PG,76,76,2430,100,0,0,0,0,4.9,6.7,71,33,103,6,50,960,12,52,
BOS,2002,Tony Delk,28,SG,22,16,25.9,2.7,7.8,.349,0.9,3.0,.299,1.8,4.8,.381,.407,1.0,1.4,.733,0.9,2.7,3.6,2.3,1.0,0.3,0.9,1.7,7.4,,28,SG,22,16,570,39,61,0,0,0,5.6,3.9,8,7,18,2,12,127,0,6,
BOS,2002,Tony Battie,25,C,74,73,24.6,2.9,5.3,.541,0.0,0.0,.000,2.9,5.2,.544,.541,1.2,1.8,.677,2.5,4.0,6.5,0.5,0.8,0.9,0.7,3.0,6.9,,25,C,74,73,1819,0,0,0,1,99,4.8,4.7,15,23,136,4,57,82,10,27,
BOS,2002,Eric Williams,29,SF,74,30,23.6,1.9,5.2,.374,0.3,1.2,.279,1.6,4.0,.401,.405,2.2,3.0,.731,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,6.4,,29,SF,74,30,1747,0,2,74,24,0,4.6,4.2,41,28,82,17,85,272,14,42,
BOS,2002,Rodney Rogers,30,SF,27,1,23.2,4.0,8.2,.482,1.4,3.5,.411,2.5,4.7,.535,.570,1.3,1.9,.700,1.3,2.7,4.0,1.5,0.6,0.4,1.6,2.9,10.7,,30,SF,27,1,626,0,7,80,13,0,9.5,8.6,17,13,31,7,29,92,12,16,
BOS,2002,Joe Johnson,20,SG,48,33,20.9,2.7,6.2,.439,0.5,1.8,.273,2.2,4.3,.510,.480,0.4,0.5,.769,0.8,2.1,2.9,1.5,0.7,0.2,0.6,1.2,6.3,,20,SG,48,33,1003,0,15,85,1,0,0.7,-2.1,15,8,29,2,11,179,1,15,
BOS,2002,Erick Strickland,28,PG,79,4,20.8,2.4,6.2,.389,1.2,3.1,.385,1.2,3.1,.394,.487,1.7,2.0,.845,0.3,2.4,2.7,2.3,0.7,0.0,1.2,1.8,7.7,,28,PG,79,4,1643,48,52,0,0,0,-2.3,-7.9,57,20,49,9,42,455,8,30,
BOS,2002,Vitaly Potapenko,26,C,79,9,17.0,1.7,3.8,.455,0.0,0.0,,1.7,3.8,.455,.455,1.1,1.5,.742,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,4.6,,26,C,79,9,1343,0,0,0,3,97,-3.0,-8.0,19,18,74,8,50,72,6,32,
BOS,2002,Walter McCarty,27,PF,56,0,12.8,1.4,3.2,.444,0.7,1.8,.394,0.7,1.4,.506,.553,0.2,0.3,.684,0.6,1.7,2.3,0.7,0.3,0.1,0.4,1.5,3.8,,27,PF,56,0,718,0,0,5,67,29,-0.7,-3.7,11,7,41,4,6,100,1,6,
BOS,2002,Milt Palacio,23,PG,41,0,12.6,1.3,3.3,.385,0.3,0.8,.353,1.0,2.5,.396,.430,0.9,1.2,.706,0.2,1.0,1.2,1.3,0.5,0.1,0.6,0.9,3.7,,23,PG,41,0,518,99,1,0,0,0,-10.1,-14.2,8,10,23,3,18,132,3,14,
BOS,2002,Mark Blount,26,C,44,0,9.4,0.7,1.7,.421,0.0,0.0,,0.7,1.7,.421,.421,0.7,0.8,.811,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,2.1,,26,C,44,0,415,0,0,0,0,100,-6.9,-10.3,6,7,32,3,15,24,3,10,
BOS,2002,Kedrick Brown,20,SF,29,5,8.4,0.8,2.4,.329,0.2,0.9,.185,0.6,1.5,.419,.364,0.4,0.7,.600,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,,20,SF,29,5,245,0,20,80,0,0,-0.6,-3.1,1,4,6,1,7,39,0,3,
BOS,2002,Randy Brown,33,PG,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,33,PG,1,0,6,100,0,0,0,0,-40.0,-42.3,0,0,1,0,0,4,0,0,
BOS,2002,Joseph Forte,20,SG,8,0,4.9,0.1,1.5,.083,0.0,0.4,.000,0.1,1.1,.111,.083,0.5,0.5,1.000,0.1,0.6,0.8,0.8,0.3,0.0,0.4,0.1,0.8,,20,SG,8,0,39,23,77,0,0,0,-23.4,-26.0,1,1,1,0,2,14,0,1,
BOS,2002,Team Totals,,,82,82,241.8,34.8,82.1,.424,8.5,23.7,.359,26.3,58.4,.450,.476,18.3,23.9,.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,,,,82,82,19830,20,20,20,20,20,2.3,2.8,488,339,814,141,783,4063,156,476,
BOS,2003,Antoine Walker,26,PF,78,78,41.5,7.7,19.9,.388,2.4,7.5,.323,5.3,12.5,.427,.449,2.3,3.7,.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,AS,26,PF,78,78,3235,0,0,3,81,16,0.9,6.6,128,68,91,38,123,860,33,88,AS
BOS,2003,Paul Pierce,25,SG,79,79,39.2,8.4,20.2,.416,1.5,4.9,.302,6.9,15.2,.454,.454,7.6,9.5,.802,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,"MVP-11,AS,NBA3",25,SG,79,79,3096,0,93,7,0,0,1.9,10.7,114,113,88,43,304,856,81,98,"MVP-11,AS,NBA3"
BOS,2003,Eric Williams,30,SF,82,79,28.7,3.1,7.0,.442,0.5,1.3,.336,2.6,5.7,.467,.474,2.5,3.3,.750,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1,,30,SF,82,79,2350,0,3,94,3,0,1.8,5.1,28,41,107,19,114,330,22,45,
BOS,2003,Tony Delk,29,PG,67,39,28.0,3.5,8.4,.416,1.8,4.5,.395,1.7,3.8,.441,.523,1.0,1.3,.782,0.6,2.9,3.5,2.2,1.1,0.1,1.0,1.9,9.8,,29,PG,67,39,1873,99,1,0,0,0,-1.3,-1.9,32,23,58,6,25,344,4,13,
BOS,2003,Tony Battie,26,C,67,62,25.1,3.0,5.5,.539,0.0,0.1,.200,3.0,5.4,.544,.541,1.3,1.8,.746,2.2,4.3,6.5,0.7,0.5,1.2,0.7,2.9,7.3,,26,C,67,62,1683,0,0,0,0,100,5.5,10.1,15,16,135,7,49,120,6,13,
BOS,2003,Walter McCarty,28,SF,82,8,23.8,2.1,5.1,.414,1.1,3.0,.367,1.0,2.1,.482,.523,0.7,1.2,.622,0.8,2.7,3.5,1.3,1.0,0.3,0.8,2.3,6.1,,28,SF,82,8,1949,0,0,54,44,2,-1.6,-2.5,33,15,109,4,30,249,4,11,
BOS,2003,J.R. Bremer,22,PG,64,41,23.5,2.7,7.3,.369,1.6,4.5,.353,1.1,2.8,.393,.477,1.3,1.7,.766,0.3,2.0,2.3,2.6,0.6,0.0,0.9,1.3,8.3,,22,PG,64,41,1503,85,15,0,0,0,-2.6,-3.7,23,19,34,10,37,392,1,23,
BOS,2003,Shammond Williams,27,PG,51,2,22.9,2.6,6.6,.396,1.1,3.1,.352,1.5,3.5,.436,.479,0.9,1.1,.842,0.2,1.9,2.2,2.5,1.2,0.1,1.2,1.6,7.3,,27,PG,51,2,1169,56,44,0,0,0,0.0,0.5,30,17,39,2,17,313,5,11,
BOS,2003,Mark Blount,27,C,27,7,19.2,1.7,3.0,.563,0.0,0.0,,1.7,3.0,.563,.563,1.1,1.5,.750,1.8,2.8,4.6,0.8,0.7,0.6,1.2,2.8,4.4,,27,C,27,7,518,0,0,0,0,100,-6.4,-7.0,7,11,32,7,22,46,6,10,
BOS,2003,Vin Baker,31,C,52,9,18.1,1.9,4.0,.478,0.0,0.1,.000,1.9,3.9,.488,.478,1.4,2.1,.673,1.7,2.1,3.8,0.6,0.4,0.6,1.2,2.8,5.2,,31,C,52,9,942,0,0,0,2,98,-3.9,-4.7,11,20,47,16,46,73,10,34,
BOS,2003,Kedrick Brown,21,SF,51,5,13.1,1.2,3.4,.357,0.1,0.8,.077,1.1,2.6,.439,.365,0.4,0.6,.625,0.9,1.9,2.7,0.4,0.7,0.3,0.5,1.3,2.8,,21,SF,51,5,666,0,40,60,0,0,-4.5,-5.0,12,6,22,2,12,48,0,9,
BOS,2003,Bimbo Coles,34,PG,14,0,12.5,1.6,3.5,.449,0.0,0.5,.000,1.6,3.0,.524,.449,0.6,0.6,1.000,0.1,0.7,0.8,1.1,0.4,0.0,0.7,1.2,3.7,,34,PG,14,0,175,100,0,0,0,0,3.3,3.8,9,0,7,0,0,37,0,2,
BOS,2003,Grant Long,36,PF,41,1,11.9,0.7,1.7,.386,0.0,0.1,.000,0.7,1.6,.403,.386,0.4,0.6,.783,0.6,1.4,2.0,0.6,0.2,0.0,0.5,1.5,1.8,,36,PF,41,1,488,0,0,0,73,27,-4.7,-5.0,8,4,28,6,7,55,1,6,
BOS,2003,Bruno Šundov,22,C,26,0,5.3,0.5,2.2,.250,0.2,0.6,.250,0.4,1.5,.250,.286,0.0,0.1,.000,0.3,0.8,1.1,0.3,0.2,0.1,0.3,0.9,1.2,,22,C,26,0,138,0,0,0,0,100,-32.8,-33.6,5,2,10,0,1,15,0,4,
BOS,2003,Mark Bryant,37,PF,2,0,4.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,,37,PF,2,0,9,0,0,0,0,100,-86.0,-85.9,0,0,2,0,0,2,0,0,
BOS,2003,Mikki Moore,27,C,3,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.7,0.0,2.0,0.0,,27,C,3,0,12,0,0,0,17,83,-54.3,-54.1,0,0,2,0,0,0,0,0,
BOS,2003,Rubén Wolkowyski,29,PF,7,0,3.4,0.3,0.6,.500,0.0,0.1,.000,0.3,0.4,.667,.500,0.1,0.6,.250,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.4,0.7,,29,PF,7,0,24,0,0,0,100,0,-64.1,-64.2,1,0,1,0,2,2,0,0,
BOS,2003,Team Totals,,,82,82,241.8,32.9,79.4,.415,8.8,26.3,.334,24.2,53.1,.455,.470,18.0,24.3,.742,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4,92.7,,,,82,82,19830,20,20,20,20,20,-0.3,2.5,456,355,812,160,789,3742,173,367,
BOS,2004,Paul Pierce,26,SG,80,80,38.7,7.5,18.7,.402,1.4,4.8,.299,6.1,13.9,.438,.441,6.5,7.9,.819,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23.0,AS,26,SG,80,80,3099,0,54,46,0,0,-1.3,0.6,131,103,100,40,226,973,49,77,AS
BOS,2004,Chucky Atkins,29,PG,24,24,33.0,4.3,10.4,.418,1.6,4.6,.351,2.7,5.8,.471,.496,1.8,2.3,.778,0.1,1.8,1.9,5.3,1.1,0.0,1.8,1.8,12.0,,29,PG,24,24,793,100,0,0,0,0,2.1,4.3,30,11,9,3,12,282,3,12,
BOS,2004,Mike James,28,PG,55,55,30.6,3.9,9.3,.418,1.6,4.1,.381,2.3,5.2,.447,.502,1.4,1.7,.800,0.4,2.8,3.2,4.4,1.3,0.0,1.5,2.1,10.7,,28,PG,55,55,1684,100,0,0,0,0,0.1,2.6,49,24,59,6,27,550,6,29,
BOS,2004,Ricky Davis,24,SF,57,5,29.4,5.5,11.2,.488,0.6,1.6,.380,4.9,9.6,.506,.516,2.5,3.5,.732,1.0,3.1,4.2,2.6,1.2,0.2,2.1,2.1,14.1,6MOY-14,24,SF,57,5,1678,0,1,84,15,0,-2.8,-2.5,56,38,53,9,79,356,15,31,6MOY-14
BOS,2004,Mark Blount,28,C,82,73,29.3,4.2,7.4,.566,0.0,0.0,,4.2,7.4,.566,.566,1.9,2.7,.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1,10.3,,28,C,82,73,2402,0,0,0,12,88,-0.9,1.4,27,69,131,27,111,173,23,44,
BOS,2004,Vin Baker,32,PF,37,33,27.0,4.5,9.0,.505,0.0,0.0,.000,4.5,9.0,.506,.505,2.2,3.0,.732,2.1,3.6,5.7,1.5,0.6,0.6,1.4,2.6,11.3,,32,PF,37,33,1000,0,0,0,82,18,-2.8,-1.8,14,13,41,13,56,125,19,36,
BOS,2004,Jiří Welsch,24,SG,81,68,26.9,3.2,7.6,.428,0.9,2.2,.381,2.4,5.3,.448,.484,1.9,2.5,.743,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2,9.2,,24,SG,81,68,2179,6,93,1,0,0,-2.3,-2.1,53,57,84,11,77,416,12,46,
BOS,2004,Walter McCarty,29,PF,77,23,24.7,2.6,6.8,.388,1.8,4.8,.374,0.9,2.0,.420,.519,0.8,1.1,.756,0.4,2.7,3.1,1.6,0.9,0.3,1.2,2.3,7.9,,29,PF,77,23,1900,0,0,6,92,2,-2.2,-1.6,49,24,98,11,24,274,7,14,
BOS,2004,Eric Williams,31,SF,21,0,24.4,3.7,8.4,.435,0.5,1.5,.344,3.1,6.9,.455,.466,3.7,5.2,.716,1.0,3.5,4.5,1.2,1.0,0.0,1.5,2.5,11.6,,31,SF,21,0,513,0,5,68,27,0,4.5,6.7,8,9,20,11,48,54,10,12,
BOS,2004,Tony Battie,27,C,23,6,21.8,2.4,5.1,.479,0.0,0.0,1.000,2.4,5.0,.474,.483,1.0,1.4,.697,1.7,3.4,5.1,0.9,0.3,0.9,1.0,2.4,5.9,,27,C,23,6,501,0,0,0,27,74,-4.0,-3.0,7,6,36,6,15,46,1,6,
BOS,2004,Kedrick Brown,22,SF,21,10,19.4,2.1,4.7,.455,0.6,1.5,.375,1.6,3.2,.493,.515,0.4,0.6,.615,0.9,2.4,3.2,1.2,0.8,0.1,0.6,1.8,5.2,,22,SF,21,10,408,0,15,85,0,0,7.6,10.0,6,3,15,2,7,57,3,5,
BOS,2004,Raef LaFrentz,27,C,17,1,19.3,3.4,7.3,.460,0.5,2.4,.200,2.9,4.9,.583,.492,0.6,0.8,.769,1.8,2.9,4.6,1.4,0.5,0.8,0.6,2.8,7.8,,27,C,17,1,328,0,0,0,37,64,10.8,13.3,7,2,25,1,5,51,1,3,
BOS,2004,Chris Mihm,24,C,54,16,17.4,2.4,4.7,.500,0.0,0.0,,2.4,4.7,.500,.500,1.4,2.2,.644,2.0,3.0,5.1,0.2,0.5,0.8,1.2,2.8,6.1,,24,C,54,16,939,0,0,0,0,100,-5.3,-5.1,14,19,82,15,53,23,8,30,
BOS,2004,Marcus Banks,22,PG,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,,22,PG,81,2,1385,97,3,0,0,0,-3.9,-3.9,50,40,51,19,41,387,5,42,
BOS,2004,Brandon Hunter,23,PF,36,12,11.3,1.5,3.2,.457,0.0,0.1,.000,1.5,3.1,.469,.457,0.5,1.2,.442,1.4,1.9,3.3,0.5,0.4,0.0,0.6,1.1,3.5,,23,PF,36,12,406,0,0,4,95,2,-0.8,0.7,13,8,28,1,22,42,9,16,
BOS,2004,Dana Barros,36,SG,1,0,11.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,,36,SG,1,0,11,0,100,0,0,0,-68.0,-66.8,0,0,1,0,1,0,0,0,
BOS,2004,Jumaine Jones,24,SG,42,2,8.9,0.8,2.3,.344,0.3,1.0,.295,0.5,1.2,.385,.411,0.3,0.5,.609,0.6,1.0,1.6,0.3,0.3,0.2,0.5,1.1,2.2,,24,SG,42,2,373,0,18,75,7,0,-6.1,-5.2,6,9,22,3,11,33,0,4,
BOS,2004,Michael Stewart,28,C,17,0,4.2,0.1,0.3,.400,0.0,0.0,,0.1,0.3,.400,.400,0.1,0.1,.500,0.2,0.5,0.6,0.0,0.1,0.1,0.1,0.8,0.3,,28,C,17,0,71,0,0,2,22,76,-3.5,-2.2,1,0,6,0,1,0,0,0,
BOS,2004,Kendrick Perkins,19,C,10,0,3.5,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,0.6,0.9,.667,0.5,0.9,1.4,0.3,0.0,0.2,0.5,0.6,2.2,,19,C,10,0,35,0,0,0,11,89,22.9,24.5,2,2,1,0,4,8,1,1,
BOS,2004,Team Totals,,,82,82,240.3,34.7,78.2,.443,6.7,19.5,.346,27.9,58.7,.475,.486,19.2,25.5,.750,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4,95.3,,,,82,82,19705,20,20,20,20,20,-1.4,-0.1,523,437,862,178,820,3850,172,408,
BOS,2005,Paul Pierce,27,SF,82,82,36.1,6.8,14.9,.455,1.3,3.6,.370,5.5,11.4,.481,.499,6.7,8.1,.822,1.0,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.6,AS,27,SF,82,82,2960,0,1,90,8,1,2.9,7.9,108,64,132,34,227,782,45,65,AS
BOS,2005,Antoine Walker,28,PF,24,24,34.5,6.7,15.2,.442,1.0,3.0,.342,5.7,12.1,.467,.477,1.8,3.3,.557,2.3,5.9,8.3,3.0,1.0,1.1,2.9,2.9,16.3,,28,PF,24,24,827,0,0,2,95,3,0.4,-0.7,22,25,44,10,39,155,11,28,
BOS,2005,Gary Payton,36,PG,77,77,33.0,4.4,9.4,.468,0.5,1.7,.326,3.9,7.7,.498,.497,2.0,2.6,.761,0.6,2.4,3.1,6.1,1.1,0.2,1.9,1.6,11.3,,36,PG,77,77,2541,99,1,0,0,0,0.9,0.0,87,32,42,20,75,1039,21,47,
BOS,2005,Ricky Davis,25,SG,82,11,32.9,5.9,12.7,.462,0.7,2.2,.339,5.1,10.5,.488,.491,3.5,4.3,.815,0.8,2.2,3.0,3.0,1.1,0.3,2.5,2.1,16.0,6MOY-2,25,SG,82,11,2696,1,71,27,1,0,-1.3,-7.0,105,56,82,14,139,556,25,50,6MOY-2
BOS,2005,Raef LaFrentz,28,PF,80,80,27.5,4.3,8.6,.496,1.0,2.8,.364,3.2,5.8,.559,.555,1.5,1.9,.811,1.9,5.0,6.9,1.2,0.5,1.2,0.9,3.3,11.1,,28,PF,80,80,2196,0,0,0,68,32,2.2,2.8,37,18,158,10,73,226,26,58,
BOS,2005,Mark Blount,29,C,82,57,26.0,4.0,7.5,.529,0.0,0.0,.000,4.0,7.5,.530,.529,1.4,2.0,.713,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,9.4,,29,C,82,57,2130,0,0,0,0,100,-0.5,-3.2,50,52,125,17,74,277,16,31,
BOS,2005,Jiří Welsch,25,SG,55,32,20.5,2.5,5.8,.428,0.6,1.8,.323,1.9,4.0,.475,.478,2.0,2.6,.773,0.4,2.2,2.5,1.5,0.7,0.1,1.1,1.9,7.5,,25,SG,55,32,1125,0,53,37,10,0,-1.8,-3.8,25,16,47,10,61,177,13,12,
BOS,2005,Tony Allen,23,SG,77,34,16.4,2.4,5.0,.475,0.2,0.4,.387,2.2,4.6,.483,.491,1.5,2.0,.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,,23,SG,77,34,1262,4,93,4,0,0,7.0,8.8,31,25,77,13,68,143,11,31,
BOS,2005,Al Jefferson,20,PF,71,1,14.8,2.7,5.2,.528,0.0,0.0,.000,2.7,5.2,.533,.528,1.2,1.9,.630,1.7,2.7,4.4,0.3,0.3,0.8,0.9,2.7,6.7,,20,PF,71,1,1051,0,0,0,45,55,-1.3,-3.1,15,29,121,12,63,53,15,37,
BOS,2005,Marcus Banks,23,PG,81,2,14.1,1.4,3.5,.402,0.3,0.7,.356,1.2,2.8,.414,.439,1.5,2.0,.742,0.4,1.2,1.6,1.9,0.8,0.2,1.0,1.8,4.6,,23,PG,81,2,1145,100,0,0,0,0,1.6,0.9,30,23,43,12,54,335,10,19,
BOS,2005,Delonte West,21,SG,39,7,13.0,1.7,4.0,.426,0.6,1.7,.358,1.1,2.3,.477,.503,0.5,0.7,.704,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,4.5,,21,SG,39,7,507,46,54,1,0,0,0.0,-1.1,14,4,29,4,8,117,1,6,
BOS,2005,Walter McCarty,30,PF,44,0,12.6,1.4,3.4,.413,0.7,2.0,.333,0.7,1.4,.533,.513,0.2,0.3,.533,0.5,1.3,1.8,0.6,0.3,0.2,0.4,1.9,3.7,,30,PF,44,0,553,0,0,1,91,8,2.5,1.8,7,9,47,1,4,59,1,2,
BOS,2005,Tom Gugliotta,35,PF,20,0,10.9,0.6,1.9,.297,0.0,0.0,,0.6,1.9,.297,.297,0.2,0.3,.667,0.8,1.4,2.2,0.6,0.5,0.2,0.5,1.2,1.3,,35,PF,20,0,218,0,0,0,84,16,-11.2,-12.8,8,1,14,0,2,27,0,1,
BOS,2005,Kendrick Perkins,20,C,60,3,9.1,0.9,2.0,.471,0.0,0.0,,0.9,2.0,.471,.471,0.6,1.0,.638,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,2.5,,20,C,60,3,548,0,0,0,23,77,0.0,-1.1,12,14,38,13,24,44,4,14,
BOS,2005,Justin Reed,23,SF,23,0,5.3,0.7,1.3,.517,0.0,0.1,.000,0.7,1.1,.577,.517,0.5,0.7,.733,0.3,0.3,0.7,0.4,0.1,0.0,0.2,0.5,1.8,,23,SF,23,0,121,0,0,61,34,5,7.9,7.1,3,0,5,0,5,23,1,1,
BOS,2005,Team Totals,,,82,82,242.4,37.1,79.4,.468,5.3,15.3,.349,31.8,64.1,.496,.501,21.6,28.3,.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3,,,,82,82,19880,20,20,20,20,20,0.9,0.3,554,368,1004,170,916,4013,200,402,
